,edition,name,athlete_id,medal,year,season,sex,country,country_appearances
32907,2000 Summer Olympics,Claire Carver-Dias,94063,Bronze,2000,Summer,Female, Canada,229
32910,2000 Summer Olympics,Fanny Létourneau,94066,Bronze,2000,Summer,Female, Canada,229
32911,2000 Summer Olympics,Reidun Tatham,93880,Bronze,2000,Summer,Female, Canada,229
32912,2000 Summer Olympics,Jacinthe Taillon,93879,Bronze,2000,Summer,Female, Canada,229
32913,2000 Summer Olympics,Kirstin Normand,94067,Bronze,2000,Summer,Female, Canada,229
32961,2000 Summer Olympics,Theresa Luke,36037,Bronze,2000,Summer,Female, Canada,229
32967,2000 Summer Olympics,Anne Montminy,45842,Silver,2000,Summer,Female, Canada,229
32968,2000 Summer Olympics,Anne Montminy,45842,Bronze,2000,Summer,Female, Canada,229
32978,2000 Summer Olympics,Caroline Brunet,9226,Silver,2000,Summer,Female, Canada,229
32984,2000 Summer Olympics,Alison Korn,36033,Bronze,2000,Summer,Female, Canada,229
32986,2000 Summer Olympics,Heather McDermid,36042,Bronze,2000,Summer,Female, Canada,229
33032,2000 Summer Olympics,Mária Pekli,33281,Bronze,2000,Summer,Female, Australia  Hungary,1
33033,2000 Summer Olympics,Alyson Annan,17454,Gold,2000,Summer,Female, Australia  Netherlands,1
33036,2000 Summer Olympics,Emma Robinson,36052,Bronze,2000,Summer,Female, New Zealand,87
33110,2000 Summer Olympics,Barbara Kendall,60979,Bronze,2000,Summer,Female, New Zealand,87
33122,2000 Summer Olympics,Katrin Borchert,9860,Bronze,2000,Summer,Female, Australia  Germany,2
33132,2000 Summer Olympics,Khassaraporn Suta,94776,Bronze,2000,Summer,Female, Thailand,26
33152,2000 Summer Olympics,Penny Heyns,49977,Bronze,2000,Summer,Female, South Africa,43
33184,2000 Summer Olympics,Hestrie Storbeck-Cloete,88436,Silver,2000,Summer,Female, South Africa,43
33196,2000 Summer Olympics,Oksana Yermakova,20606,Gold,2000,Summer,Female, Estonia  Russian Federation,1
33197,2000 Summer Olympics,Olena Pakholchyk,61024,Bronze,2000,Summer,Female, Ukraine  Unified Team,2
33206,2000 Summer Olympics,Jenny Armstrong,60904,Gold,2000,Summer,Female, Australia  New Zealand,1
33210,2000 Summer Olympics,Hamide Bıkçın,94162,Bronze,2000,Summer,Female, Türkiye,16
33226,2000 Summer Olympics,Wang Liping,83427,Gold,2000,Summer,Female, People's Republic of China,343
33234,2000 Summer Olympics,Chen Jing,778,Bronze,2000,Summer,Female, People's Republic of China,343
33235,2000 Summer Olympics,Chen Jing,778,Bronze,2000,Summer,Female, People's Republic of China,343
33236,2000 Summer Olympics,Chen Jing,778,Bronze,2000,Summer,Female, People's Republic of China,343
33243,2000 Summer Olympics,Yang Wei,89250,Silver,2000,Summer,Female, People's Republic of China,343
33248,2000 Summer Olympics,Yang Yun,91277,Bronze,2000,Summer,Female, People's Republic of China,343
33254,2000 Summer Olympics,Yang Wei,91276,Gold,2000,Summer,Female, People's Republic of China,343
33255,2000 Summer Olympics,Yang Wei,91276,Silver,2000,Summer,Female, People's Republic of China,343
33296,2000 Summer Olympics,Ling Jie,91273,Silver,2000,Summer,Female, People's Republic of China,343
33313,2000 Summer Olympics,Wang Liping,83427,Gold,2000,Summer,Female, People's Republic of China,343
33323,2000 Summer Olympics,Guo Jingjing,46077,Silver,2000,Summer,Female, People's Republic of China,343
33324,2000 Summer Olympics,Guo Jingjing,46077,Silver,2000,Summer,Female, People's Republic of China,343
33325,2000 Summer Olympics,Tian Liang,46147,Silver,2000,Summer,Female, People's Republic of China,343
33326,2000 Summer Olympics,Tian Liang,46147,Gold,2000,Summer,Female, People's Republic of China,343
33328,2000 Summer Olympics,Ye Zhaoying,2301,Bronze,2000,Summer,Female, People's Republic of China,343
33329,2000 Summer Olympics,Ge Fei,782,Gold,2000,Summer,Female, People's Republic of China,343
33331,2000 Summer Olympics,Gu Jun,784,Gold,2000,Summer,Female, People's Republic of China,343
33334,2000 Summer Olympics,Qin Yiyuan,2293,Bronze,2000,Summer,Female, People's Republic of China,343
33358,2000 Summer Olympics,Gong Zhichao,89245,Gold,2000,Summer,Female, People's Republic of China,343
33386,2000 Summer Olympics,Tao Luna,93028,Gold,2000,Summer,Female, People's Republic of China,343
33390,2000 Summer Olympics,Gao Jing,93023,Bronze,2000,Summer,Female, People's Republic of China,343
33394,2000 Summer Olympics,Tao Luna,93028,Silver,2000,Summer,Female, People's Republic of China,343
33398,2000 Summer Olympics,Chen Zhong,94084,Gold,2000,Summer,Female, People's Republic of China,343
33408,2000 Summer Olympics,Yang Xia,94705,Gold,2000,Summer,Female, People's Republic of China,343
33409,2000 Summer Olympics,Chen Xiaomin,94700,Gold,2000,Summer,Female, People's Republic of China,343
33410,2000 Summer Olympics,Lin Weining,94703,Gold,2000,Summer,Female, People's Republic of China,343
33411,2000 Summer Olympics,Ding Meiyuan,94701,Gold,2000,Summer,Female, People's Republic of China,343
33414,2000 Summer Olympics,Yang Ying,93959,Silver,2000,Summer,Female, People's Republic of China,343
33415,2000 Summer Olympics,Sun Jin,93955,Silver,2000,Summer,Female, People's Republic of China,343
33431,2000 Summer Olympics,Li Ju,93953,Silver,2000,Summer,Female, People's Republic of China,343
33432,2000 Summer Olympics,Li Ju,93953,Gold,2000,Summer,Female, People's Republic of China,343
33437,2000 Summer Olympics,Li Na,90774,Bronze,2000,Summer,Female, People's Republic of China,343
33438,2000 Summer Olympics,Li Na,90774,Bronze,2000,Summer,Female, People's Republic of China,343
33439,2000 Summer Olympics,Li Na,90774,Bronze,2000,Summer,Female, People's Republic of China,343
33447,2000 Summer Olympics,Sang Xue,90557,Gold,2000,Summer,Female, People's Republic of China,343
33455,2000 Summer Olympics,Li Na,90556,Gold,2000,Summer,Female, People's Republic of China,343
33457,2000 Summer Olympics,Huang Nanyan,89246,Silver,2000,Summer,Female, People's Republic of China,343
33458,2000 Summer Olympics,Gao Ling,89244,Bronze,2000,Summer,Female, People's Republic of China,343
33459,2000 Summer Olympics,Gao Ling,89244,Gold,2000,Summer,Female, People's Republic of China,343
33466,2000 Summer Olympics,Jiang Cuihua,90329,Bronze,2000,Summer,Female, People's Republic of China,343
33467,2000 Summer Olympics,Li Na,90556,Silver,2000,Summer,Female, People's Republic of China,343
33468,2000 Summer Olympics,Li Na,90556,Silver,2000,Summer,Female, People's Republic of China,343
33469,2000 Summer Olympics,Li Na,90556,Silver,2000,Summer,Female, People's Republic of China,343
33470,2000 Summer Olympics,Li Na,90556,Gold,2000,Summer,Female, People's Republic of China,343
33471,2000 Summer Olympics,Li Na,90556,Gold,2000,Summer,Female, People's Republic of China,343
33486,2000 Summer Olympics,Liu Yuxiang,92253,Bronze,2000,Summer,Female, People's Republic of China,343
33487,2000 Summer Olympics,Li Shufang,92252,Silver,2000,Summer,Female, People's Republic of China,343
33489,2000 Summer Olympics,Tang Lin,92258,Gold,2000,Summer,Female, People's Republic of China,343
33490,2000 Summer Olympics,Yuan Hua,92260,Gold,2000,Summer,Female, People's Republic of China,343
33495,2000 Summer Olympics,Yang Shaoqi,90778,Bronze,2000,Summer,Female, People's Republic of China,343
33497,2000 Summer Olympics,Liang Qin,90775,Bronze,2000,Summer,Female, People's Republic of China,343
33532,2000 Summer Olympics,Liu Xuan,28251,Bronze,2000,Summer,Female, People's Republic of China,343
33537,2000 Summer Olympics,Liu Xuan,28251,Gold,2000,Summer,Female, People's Republic of China,343
33557,2000 Summer Olympics,Gao E,41583,Bronze,2000,Summer,Female, People's Republic of China,343
33562,2000 Summer Olympics,Fu Mingxia,46071,Gold,2000,Summer,Female, People's Republic of China,343
33563,2000 Summer Olympics,Fu Mingxia,46071,Silver,2000,Summer,Female, People's Republic of China,343
33565,2000 Summer Olympics,Wang Nan,93957,Gold,2000,Summer,Female, People's Republic of China,343
33566,2000 Summer Olympics,Wang Nan,93957,Gold,2000,Summer,Female, People's Republic of China,343
33567,2000 Summer Olympics,Wang Nan,93957,Gold,2000,Summer,Female, People's Republic of China,343
33568,2000 Summer Olympics,Wang Nan,93957,Gold,2000,Summer,Female, People's Republic of China,343
33569,2000 Summer Olympics,Kuo Yi-Hang,94779,Bronze,2000,Summer,Female, Chinese Taipei,40
33570,2000 Summer Olympics,Li Feng-Ying,94780,Silver,2000,Summer,Female, Chinese Taipei,40
33574,2000 Summer Olympics,Chi Shu-Ju,94157,Bronze,2000,Summer,Female, Chinese Taipei,40
33621,2000 Summer Olympics,Jeong Jae-Eun,94126,Gold,2000,Summer,Female, Republic of Korea,156
33627,2000 Summer Olympics,Gang Cho-Hyeon,93105,Silver,2000,Summer,Female, Republic of Korea,156
33638,2000 Summer Olympics,Kim Seon-Yeong,92361,Bronze,2000,Summer,Female, Republic of Korea,156
33639,2000 Summer Olympics,Kim Seon-Yeong,92361,Bronze,2000,Summer,Female, Republic of Korea,156
33661,2000 Summer Olympics,Kim Su-Nyeong,1962,Bronze,2000,Summer,Female, Republic of Korea,156
33662,2000 Summer Olympics,Kim Su-Nyeong,1962,Gold,2000,Summer,Female, Republic of Korea,156
33666,2000 Summer Olympics,Jeong Seong-Suk,33208,Bronze,2000,Summer,Female, Republic of Korea,156
33677,2000 Summer Olympics,Yu Ji-Hye,908,Bronze,2000,Summer,Female, Republic of Korea,156
33683,2000 Summer Olympics,Lee Seon-Hui,94128,Gold,2000,Summer,Female, Republic of Korea,156
33689,2000 Summer Olympics,Kim Mu-Gyo,897,Bronze,2000,Summer,Female, Republic of Korea,156
33715,2000 Summer Olympics,Im Jeong-U,91717,Silver,2000,Summer,Female, Republic of Korea,156
33720,2000 Summer Olympics,Kim Su-Gyeong,82658,Bronze,2000,Summer,Female, Republic of Korea,156
33721,2000 Summer Olympics,Kim Nam-Sun,83169,Silver,2000,Summer,Female, Republic of Korea,156
33722,2000 Summer Olympics,Kim Nam-Sun,83169,Silver,2000,Summer,Female, Republic of Korea,156
33723,2000 Summer Olympics,Kim Nam-Sun,83169,Gold,2000,Summer,Female, Republic of Korea,156
33724,2000 Summer Olympics,Kim Nam-Sun,83169,Gold,2000,Summer,Female, Republic of Korea,156
33730,2000 Summer Olympics,Yun Mi-Jin,83170,Gold,2000,Summer,Female, Republic of Korea,156
33737,2000 Summer Olympics,Yun Mi-Jin,83170,Gold,2000,Summer,Female, Republic of Korea,156
33764,2000 Summer Olympics,Jo Min-Seon,33143,Bronze,2000,Summer,Female, Republic of Korea,156
33768,2000 Summer Olympics,María Isabel Urrutia,66645,Gold,2000,Summer,Female, Colombia,24
33802,2000 Summer Olympics,Simona Richter,33293,Bronze,2000,Summer,Female, Romania,108
33803,2000 Summer Olympics,Doina Ignat,39501,Gold,2000,Summer,Female, Romania,108
33804,2000 Summer Olympics,Doina Ignat,39501,Gold,2000,Summer,Female, Romania,108
33805,2000 Summer Olympics,Ioana Olteanu,94836,Gold,2000,Summer,Female, Romania,108
33808,2000 Summer Olympics,Sanda Toma,10568,Bronze,2000,Summer,Female, Romania,108
33809,2000 Summer Olympics,Sanda Toma,10568,Bronze,2000,Summer,Female, Romania,108
33810,2000 Summer Olympics,Elena Georgescu,39498,Gold,2000,Summer,Female, Romania,108
33813,2000 Summer Olympics,Viorica Susanu,39531,Gold,2000,Summer,Female, Romania,108
33814,2000 Summer Olympics,Liliana Gafencu,39496,Gold,2000,Summer,Female, Romania,108
33816,2000 Summer Olympics,Raluca Ioniță,10554,Bronze,2000,Summer,Female, Romania,108
33819,2000 Summer Olympics,Simona Amânar,28989,Gold,2000,Summer,Female, Romania,108
33820,2000 Summer Olympics,Simona Amânar,28989,Gold,2000,Summer,Female, Romania,108
33821,2000 Summer Olympics,Simona Amânar,28989,Bronze,2000,Summer,Female, Romania,108
33826,2000 Summer Olympics,Gabriela Szabo,75153,Bronze,2000,Summer,Female, Romania,108
33827,2000 Summer Olympics,Lidia Șimon,75151,Silver,2000,Summer,Female, Romania,108
33830,2000 Summer Olympics,Gabriela Szabo,75153,Gold,2000,Summer,Female, Romania,108
33840,2000 Summer Olympics,Andreea Isărescu,91545,Gold,2000,Summer,Female, Romania,108
33844,2000 Summer Olympics,Claudia Presăcan,91549,Gold,2000,Summer,Female, Romania,108
33850,2000 Summer Olympics,Loredana Boboc,91543,Gold,2000,Summer,Female, Romania,108
33859,2000 Summer Olympics,Maria Olaru,91546,Silver,2000,Summer,Female, Romania,108
33861,2000 Summer Olympics,Maria Olaru,91546,Gold,2000,Summer,Female, Romania,108
33866,2000 Summer Olympics,Andreea Răducan,91550,Gold,2000,Summer,Female, Romania,108
33868,2000 Summer Olympics,Andreea Răducan,91550,Silver,2000,Summer,Female, Romania,108
33875,2000 Summer Olympics,Maria Dumitrache,92675,Gold,2000,Summer,Female, Romania,108
33884,2000 Summer Olympics,Diana Mocanu,93722,Gold,2000,Summer,Female, Romania,108
33885,2000 Summer Olympics,Diana Mocanu,93722,Gold,2000,Summer,Female, Romania,108
33898,2000 Summer Olympics,Mariana Limbău,90238,Bronze,2000,Summer,Female, Romania,108
33899,2000 Summer Olympics,Oana Mușunoi-Pantelimon,75136,Bronze,2000,Summer,Female, Romania,108
33900,2000 Summer Olympics,Elena Radu,90241,Bronze,2000,Summer,Female, Romania,108
33923,2000 Summer Olympics,Ri Song-Hui,94751,Silver,2000,Summer,Female, Democratic People's Republic of Korea,26
33929,2000 Summer Olympics,Kye Sun-Hui,33228,Bronze,2000,Summer,Female, Democratic People's Republic of Korea,26
33938,2000 Summer Olympics,Trần Hiếu Ngân,94170,Silver,2000,Summer,Female, Vietnam,4
33945,2000 Summer Olympics,Chen Jing,778,Bronze,2000,Summer,Female, Chinese Taipei  People's Republic of China,3
33947,2000 Summer Olympics,Kristin Bekkevold,90930,Gold,2000,Summer,Female, Norway,55
33948,2000 Summer Olympics,Christine Bøe Jensen,90931,Gold,2000,Summer,Female, Norway,55
33949,2000 Summer Olympics,Ragnhild Gulbrandsen,90932,Gold,2000,Summer,Female, Norway,55
33950,2000 Summer Olympics,Solveig Gulbrandsen,90933,Gold,2000,Summer,Female, Norway,55
33951,2000 Summer Olympics,Margunn Haugenes,90934,Gold,2000,Summer,Female, Norway,55
33952,2000 Summer Olympics,Silje Jørgensen,90935,Gold,2000,Summer,Female, Norway,55
33953,2000 Summer Olympics,Monica Knudsen,90936,Gold,2000,Summer,Female, Norway,55
33954,2000 Summer Olympics,Gøril Kringen,90937,Gold,2000,Summer,Female, Norway,55
33955,2000 Summer Olympics,Unni Lehn,90938,Gold,2000,Summer,Female, Norway,55
33956,2000 Summer Olympics,Dagny Mellgren,90939,Gold,2000,Summer,Female, Norway,55
33957,2000 Summer Olympics,Anita Rapp,90940,Gold,2000,Summer,Female, Norway,55
33958,2000 Summer Olympics,Anne Tønnessen,90941,Gold,2000,Summer,Female, Norway,55
33959,2000 Summer Olympics,Anne Bugge-Paulsen,700187,Gold,2000,Summer,Female, Norway,55
33960,2000 Summer Olympics,Ingeborg Hovland,700536,Gold,2000,Summer,Female, Norway,55
33967,2000 Summer Olympics,Bente Nordby,26788,Gold,2000,Summer,Female, Norway,55
33968,2000 Summer Olympics,Gro Espeseth,26784,Gold,2000,Summer,Female, Norway,55
33969,2000 Summer Olympics,Marianne Pettersen,26789,Gold,2000,Summer,Female, Norway,55
33970,2000 Summer Olympics,Brit Sandaune,26791,Gold,2000,Summer,Female, Norway,55
33971,2000 Summer Olympics,Astrid Johannessen,700585,Gold,2000,Summer,Female, Norway,55
33972,2000 Summer Olympics,Kjersti Thun,701242,Gold,2000,Summer,Female, Norway,55
33973,2000 Summer Olympics,Kjersti Grini,32474,Bronze,2000,Summer,Female, Norway,55
33974,2000 Summer Olympics,Ann-Cathrin Eriksen,32471,Bronze,2000,Summer,Female, Norway,55
33976,2000 Summer Olympics,Kjersti Tysse-Plätzer,88341,Silver,2000,Summer,Female, Norway,55
33980,2000 Summer Olympics,Tonje Larsen,32482,Bronze,2000,Summer,Female, Norway,55
33981,2000 Summer Olympics,Bente Kvitland,700692,Gold,2000,Summer,Female, Norway,55
33982,2000 Summer Olympics,Cecilie Leganger,91359,Bronze,2000,Summer,Female, Norway,55
33983,2000 Summer Olympics,Elisabeth Hilmo,91357,Bronze,2000,Summer,Female, Norway,55
33984,2000 Summer Olympics,Jeanette Nilsen,91360,Bronze,2000,Summer,Female, Norway,55
33985,2000 Summer Olympics,Marianne Rokne,91361,Bronze,2000,Summer,Female, Norway,55
33986,2000 Summer Olympics,Mia Hundvin,91358,Bronze,2000,Summer,Female, Norway,55
33987,2000 Summer Olympics,Monica Sandve,91363,Bronze,2000,Summer,Female, Norway,55
33990,2000 Summer Olympics,Birgitte Sættem,91362,Bronze,2000,Summer,Female, Norway,55
33992,2000 Summer Olympics,Trude Gundersen,94146,Silver,2000,Summer,Female, Norway,55
33996,2000 Summer Olympics,Trine Haltvik,32475,Bronze,2000,Summer,Female, Norway,55
33997,2000 Summer Olympics,Susann Goksør-Bjerkrheim,32473,Bronze,2000,Summer,Female, Norway,55
33999,2000 Summer Olympics,Kristine Duvholt Havnas,32468,Bronze,2000,Summer,Female, Norway,55
34000,2000 Summer Olympics,Heidi Tjugum,32493,Bronze,2000,Summer,Female, Norway,55
34001,2000 Summer Olympics,Hege Riise,26790,Gold,2000,Summer,Female, Great Britain  Norway,1
34002,2000 Summer Olympics,Heike Drechsler,69965,Gold,2000,Summer,Female, East Germany  Germany,6
34009,2000 Summer Olympics,Derartu Tulu,67372,Gold,2000,Summer,Female, Ethiopia,12
34011,2000 Summer Olympics,Gete Wami,67374,Bronze,2000,Summer,Female, Ethiopia,12
34012,2000 Summer Olympics,Gete Wami,67374,Silver,2000,Summer,Female, Ethiopia,12
34063,2000 Summer Olympics,Tai Agüero,94533,Gold,2000,Summer,Female, Cuba  Italy,1
34064,2000 Summer Olympics,Yumilka Ruiz,52196,Gold,2000,Summer,Female, Cuba,93
34077,2000 Summer Olympics,Mirka Francis,94534,Gold,2000,Summer,Female, Cuba,93
34090,2000 Summer Olympics,Osleidys Menéndez,83475,Bronze,2000,Summer,Female, Cuba,93
34098,2000 Summer Olympics,Ana Ivis Fernández,52181,Gold,2000,Summer,Female, Cuba,93
34099,2000 Summer Olympics,Mireya Luis,52189,Gold,2000,Summer,Female, Cuba,93
34104,2000 Summer Olympics,Lilia Izquierdo,52187,Gold,2000,Summer,Female, Cuba,93
34105,2000 Summer Olympics,Idalmis Gato,52183,Gold,2000,Summer,Female, Cuba,93
34106,2000 Summer Olympics,Marlenis Costa,52178,Gold,2000,Summer,Female, Cuba,93
34107,2000 Summer Olympics,Regla Bell,52173,Gold,2000,Summer,Female, Cuba,93
34111,2000 Summer Olympics,Regla Torres,52200,Gold,2000,Summer,Female, Cuba,93
34113,2000 Summer Olympics,Legna Verdecia,33342,Gold,2000,Summer,Female, Cuba,93
34120,2000 Summer Olympics,Driulis González,33180,Silver,2000,Summer,Female, Cuba,93
34137,2000 Summer Olympics,Daima Beltrán,92270,Silver,2000,Summer,Female, Cuba,93
34138,2000 Summer Olympics,Sibelis Veranes,92274,Gold,2000,Summer,Female, Cuba,93
34143,2000 Summer Olympics,Marta Sánchez,109169,Gold,2000,Summer,Female, Cuba,93
34144,2000 Summer Olympics,Zoila Barros,109161,Gold,2000,Summer,Female, Cuba,93
34146,2000 Summer Olympics,Urbia Meléndez,94092,Silver,2000,Summer,Female, Cuba,93
34176,2000 Summer Olympics,Štěpánka Hilgertová,9386,Gold,2000,Summer,Female, Czech Republic  Czechoslovakia,7
